partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
The University of Notre Dame,Ethical Leadership,"{"" Leadership and Management"","" Communication""}",4.8,51,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" communication""}",Web Development
LearnQuest,Mastering Final Cut Pro,"{"" Media Production"","" Computer Graphics"","" Graphics Software"","" Visual Design"","" Computer Graphic Techniques"","" Creativity"","" Interactive Design"","" Media Strategy & Planning"","" Social Media""}",4.5,197,Beginner , Course , 1 - 3 Months,False,"{"" media production"","" computer graphics"","" graphics software"","" visual design"","" computer graphic techniques"","" creativity"","" interactive design"","" media strategy & planning"","" social media""}",Cyber Security
Emory University,Finance for Non-Financial Managers,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Accounting"","" General Accounting"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Leadership and Management"","" Business Analysis"","" Data Analysis""}",4.4,385,Intermediate , Course , 1 - 3 Months,False,"{"" accounting"","" finance"","" financial analysis"","" financial accounting"","" general accounting"","" financial management"","" generally accepted accounting principles (gaap)"","" leadership and management"","" business analysis"","" data analysis""}",App Development
University of London,Refugees in the 21st Century,"{""(501 reviews)""}",4.8,501,Beginner , Course , 1 - 3 Months,False,"{""(501 reviews)""}",Cloud Computing
University of Pennsylvania,Operations Analytics,"{"" Data Analysis"","" Forecasting"","" Leadership and Management"","" Mathematical Theory & Analysis"","" Mathematics"","" Operations Management"","" Operations Research"","" Probability & Statistics"","" Spreadsheet Software"","" Statistical Analysis""}",4.7,5k,Mixed , Course , 1 - 4 Weeks,False,"{"" data analysis"","" forecasting"","" leadership and management"","" mathematical theory & analysis"","" mathematics"","" operations management"","" operations research"","" probability & statistics"","" spreadsheet software"","" statistical analysis""}",Machine Learning
LearnQuest,Introduction to Scrum Master Training,"{"" Agile Software Development"","" Collaboration"","" Leadership and Management"","" Planning"","" Product Development"","" Product Lifecycle"","" Product Management"","" Project Management"","" Scrum (Software Development)"","" Business Communication"","" Software Engineering""}",4.7,1.7k,Beginner , Course , 1 - 3 Months,False,"{"" agile software development"","" collaboration"","" leadership and management"","" planning"","" product development"","" product lifecycle"","" product management"","" project management"","" scrum (software development)"","" business communication"","" software engineering""}",App Development
Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"{"" Human Learning"","" Planning""}",4.6,744,Mixed , Course , 1 - 4 Weeks,False,"{"" human learning"","" planning""}",Web Development
University at Buffalo,Improving Leadership & Governance in Nonprofit Organizations,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Organizational Development"","" Business Psychology"","" Entrepreneurship"","" Marketing"","" Planning"","" Sales"","" Supply Chain and Logistics"","" Leadership Development"","" Performance Management"","" Risk Management""}",4.4,222,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" strategy"","" strategy and operations"","" organizational development"","" business psychology"","" entrepreneurship"","" marketing"","" planning"","" sales"","" supply chain and logistics"","" leadership development"","" performance management"","" risk management""}",App Development
Universidad de Palermo,Dirección y Gestión de Negocios,"{"" Communication"","" Marketing"","" Organizational Development"","" Process Analysis"","" Strategy"","" Business Communication"","" Business Intelligence"","" Decision Making"","" Leadership and Management"","" Negotiation"","" Persona Research"","" Continuous Integration"","" Econometrics"","" Human Resources"","" Innovation"","" Operational Analysis"","" Planning"","" Project Management"","" Strategy and Operations"","" Marketing Design"","" Marketing Management"","" Probability & Statistics"","" Probability Distribution"","" Behavioral Economics"","" Cloud Load Balancing"","" Computational Logic"","" Customer Analysis"","" Extract"","" Transform"","" Load"","" Finance"","" General Statistics"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1.6k,Beginner , Specialization , 1 - 3 Months,False,"{"" communication"","" marketing"","" organizational development"","" process analysis"","" strategy"","" business communication"","" business intelligence"","" decision making"","" leadership and management"","" negotiation"","" persona research"","" continuous integration"","" econometrics"","" human resources"","" innovation"","" operational analysis"","" planning"","" project management"","" strategy and operations"","" marketing design"","" marketing management"","" probability & statistics"","" probability distribution"","" behavioral economics"","" cloud load balancing"","" computational logic"","" customer analysis"","" extract"","" transform"","" load"","" finance"","" general statistics"","" user experience design"","" business"","" professional development""}",App Development
HEC Paris,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Financial Analysis"","" Financial Management"","" Mathematics"","" Risk Management"","" Statistical Analysis"","" Market Analysis"","" Correlation And Dependence""}",4.6,733,Intermediate , Course , 1 - 4 Weeks,False,"{"" finance"","" investment management"","" leadership and management"","" financial analysis"","" financial management"","" mathematics"","" risk management"","" statistical analysis"","" market analysis"","" correlation and dependence""}",App Development
IBM,Cybersecurity Compliance Framework & System Administration,"{"" Cryptography"","" Linux"","" System Software""}",4.7,3.1k,Beginner , Course , 1 - 3 Months,False,"{"" cryptography"","" linux"","" system software""}",Cyber Security
Johns Hopkins University,Foundations of Global Health,"{"" Leadership and Management"","" Training"","" Human Learning"","" Planning"","" Culture""}",4.7,1.1k,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" training"","" human learning"","" planning"","" culture""}",App Development
Google Cloud,Building No-Code Apps with AppSheet,"{"" Application Development"","" Mobile Development Tools"","" Spreadsheet Software"","" User Experience"","" Data Management"","" Databases"","" Google Cloud Platform"","" User Experience Design"","" Cloud Applications"","" Mobile Development""}",4.7,124,Beginner , Specialization , 3 - 6 Months,False,"{"" application development"","" mobile development tools"","" spreadsheet software"","" user experience"","" data management"","" databases"","" google cloud platform"","" user experience design"","" cloud applications"","" mobile development""}",Cyber Security
University of Pennsylvania,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"{"" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Data Analysis"","" Statistical Analysis"","" Experiment"","" Probability Distribution"","" R Programming"","" Regression"","" Statistical Programming""}",4.7,518,Intermediate , Course , 1 - 3 Months,False,"{"" general statistics"","" probability & statistics"","" statistical tests"","" data analysis"","" statistical analysis"","" experiment"","" probability distribution"","" r programming"","" regression"","" statistical programming""}",Machine Learning
Microsoft,Data Modeling in Power BI,"{"" Data Analysis"","" Data Model"","" Power BI""}",4.3,90,Beginner , Course , 1 - 4 Weeks,False,"{"" data analysis"","" data model"","" power bi""}",Cyber Security
Google,The Nuts and Bolts of Machine Learning,"{"" Machine Learning"","" Python Programming""}",4.8,149,Advanced , Course , 1 - 3 Months,False,"{"" machine learning"","" python programming""}",Machine Learning
IBM,Coding for Beginners: An Easy Introduction,"{"" Computer Programming"","" Python Programming""}",2.9,18,Beginner , Guided Project , Less Than 2 Hours,False,"{"" computer programming"","" python programming""}",Machine Learning
University of Geneva,Children's Human Rights - An Interdisciplinary Introduction,"{""(2k reviews)""}",4.7,2k,Beginner , Course , 1 - 3 Months,False,"{""(2k reviews)""}",Cloud Computing
Google,Цифровий маркетинг і електронна комерція від Google,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Problem Solving"","" Social Media"","" Advertising"","" Marketing Management"","" Search Engine Optimization"","" Strategy"","" Data Analysis"","" Sales"","" Market Analysis"","" Process Analysis"","" Advertising Sales"","" Algorithms"","" Business Analysis"","" Data Structures"","" Google App Engine"","" Web Development Tools"","" Account Management""}",4.9,1.2k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" digital marketing"","" marketing"","" e-commerce"","" problem solving"","" social media"","" advertising"","" marketing management"","" search engine optimization"","" strategy"","" data analysis"","" sales"","" market analysis"","" process analysis"","" advertising sales"","" algorithms"","" business analysis"","" data structures"","" google app engine"","" web development tools"","" account management""}",App Development
Johns Hopkins University,Data Science: Statistics and Machine Learning,"{"" R Programming"","" Data Analysis"","" Statistical Analysis"","" Statistical Programming"","" Probability & Statistics"","" Statistical Machine Learning"","" General Statistics"","" Machine Learning Algorithms"","" Human Learning"","" Machine Learning"","" Problem Solving"","" Statistical Tests"","" Regression"","" Computer Programming"","" Algorithms"","" Applied Machine Learning"","" Correlation And Dependence"","" Data Model"","" Estimation"","" Probability Distribution"","" Machine Learning Software"","" Natural Language Processing"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Computer Graphics"","" Data Visualization"","" Interactive Data Visualization"","" Plot (Graphics)"","" Product Development"","" Web Development""}",4.4,7.1k,Intermediate , Specialization , 3 - 6 Months,False,"{"" r programming"","" data analysis"","" statistical analysis"","" statistical programming"","" probability & statistics"","" statistical machine learning"","" general statistics"","" machine learning algorithms"","" human learning"","" machine learning"","" problem solving"","" statistical tests"","" regression"","" computer programming"","" algorithms"","" applied machine learning"","" correlation and dependence"","" data model"","" estimation"","" probability distribution"","" machine learning software"","" natural language processing"","" basic descriptive statistics"","" exploratory data analysis"","" computer graphics"","" data visualization"","" interactive data visualization"","" plot (graphics)"","" product development"","" web development""}",Machine Learning
University of London,Foundations of Data Science: K-Means Clustering in Python,"{"" Data Analysis"","" Computer Programming"","" Python Programming"","" Statistical Analysis"","" Statistical Programming"","" Applied Machine Learning"","" Basic Descriptive Statistics"","" Data Visualization"","" General Statistics"","" Machine Learning"","" Machine Learning Algorithms""}",4.6,619,Beginner , Course , 1 - 3 Months,False,"{"" data analysis"","" computer programming"","" python programming"","" statistical analysis"","" statistical programming"","" applied machine learning"","" basic descriptive statistics"","" data visualization"","" general statistics"","" machine learning"","" machine learning algorithms""}",Machine Learning
"University of California, Irvine",Conflict Management,"{"" Collaboration"","" Communication"","" Conflict Management"","" Leadership and Management""}",4.4,2k,Beginner , Specialization , 3 - 6 Months,False,"{"" collaboration"","" communication"","" conflict management"","" leadership and management""}",Web Development
Sciences Po,Politics and Economics of International Energy,"{""(1.7k reviews)""}",4.7,1.7k,Beginner , Course , 1 - 3 Months,False,"{""(1.7k reviews)""}",Cloud Computing
IBM,"Penetration Testing, Incident Response and Forensics","{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Computer Programming"","" Leadership and Management""}",4.6,2.2k,Beginner , Course , 1 - 4 Weeks,False,"{"" security strategy"","" computer security incident management"","" python programming"","" computer programming"","" leadership and management""}",Machine Learning
Duke University,English Composition I,"{"" Writing""}",4.6,1.1k,Beginner , Course , 1 - 3 Months,False,"{"" writing""}",Web Development
University of Colorado System,Data Warehousing for Business Intelligence,"{"" Data Warehousing"","" Data Management"","" Databases"","" Database Design"","" Business Intelligence"","" Data Model"","" Database Administration"","" Business Analysis"","" SQL"","" Data Analysis"","" Data Architecture"","" Warehouse Management"","" Data Visualization"","" Leadership and Management"","" Systems Design"","" Database Application"","" Extract"","" Transform"","" Load"","" Critical Thinking"","" Performance Management"","" Marketing Design""}",4.5,3.9k,Advanced , Specialization , 3 - 6 Months,False,"{"" data warehousing"","" data management"","" databases"","" database design"","" business intelligence"","" data model"","" database administration"","" business analysis"","" sql"","" data analysis"","" data architecture"","" warehouse management"","" data visualization"","" leadership and management"","" systems design"","" database application"","" extract"","" transform"","" load"","" critical thinking"","" performance management"","" marketing design""}",Cyber Security
University of California San Diego,Algorithmic Toolbox,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Computer Programming Tools"","" Computational Logic"","" Data Structures"","" Programming Principles"","" Software Testing""}",4.6,12.3k,Intermediate , Course , 1 - 3 Months,False,"{"" algorithms"","" computer programming"","" problem solving"","" theoretical computer science"","" computational thinking"","" critical thinking"","" computer programming tools"","" computational logic"","" data structures"","" programming principles"","" software testing""}",Machine Learning
University of Toronto,Gender Analytics: Gender Equity through Inclusive Design,"{"" Research and Design"","" Critical Thinking"","" Organizational Development"","" People Analysis"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Emotional Intelligence"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Business Psychology"","" Communication"","" Data Management"","" Human Resources"","" Leadership Development"","" Problem Solving"","" Strategy"","" User Experience Design"","" Change Management"","" General Statistics"","" Human Computer Interaction"","" Innovation"","" Probability & Statistics"","" Statistical Analysis"","" User Experience"","" Creativity"","" Market Research""}",4.8,478,Beginner , Specialization , 3 - 6 Months,False,"{"" research and design"","" critical thinking"","" organizational development"","" people analysis"","" business analysis"","" decision making"","" data analysis"","" emotional intelligence"","" leadership and management"","" people development"","" strategy and operations"","" business psychology"","" communication"","" data management"","" human resources"","" leadership development"","" problem solving"","" strategy"","" user experience design"","" change management"","" general statistics"","" human computer interaction"","" innovation"","" probability & statistics"","" statistical analysis"","" user experience"","" creativity"","" market research""}",App Development
Coursera Project Network,ChatGPT for Beginners: Save time with Microsoft Excel,"{"" Data Management"","" Microsoft Excel""}",4.6,27,Intermediate , Guided Project , Less Than 2 Hours,False,"{"" data management"","" microsoft excel""}",Cyber Security
University of Western Australia,Blood Film Morphology - A Practical Guide,"{""(50 reviews)""}",4.8,50,Intermediate , Course , 1 - 3 Months,False,"{""(50 reviews)""}",Cloud Computing
Louisiana State University,Flores Master of Business Administration,{Degree},,,Degree,,,False,{degree},Web Development
University of Illinois at Urbana-Champaign,Managerial Economics and Business Analysis,"{"" Market Analysis"","" Finance"","" Business Analysis"","" Financial Analysis"","" Data Analysis"","" Behavioral Economics"","" Decision Making"","" Econometrics"","" Probability & Statistics"","" Accounting"","" Banking"","" General Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Accounting"","" Financial Management"","" Strategy and Operations"","" Investment Management"","" Market Research"","" Probability Distribution"","" Regulations and Compliance"","" Marketing"","" Risk Management"","" Securities Trading"","" Statistical Tests"","" Correlation And Dependence"","" Securities Sales"","" Strategy"","" Taxes"","" Game Theory"","" Microsoft Excel""}",4.8,3.8k,Beginner , Specialization , 3 - 6 Months,True,"{"" market analysis"","" finance"","" business analysis"","" financial analysis"","" data analysis"","" behavioral economics"","" decision making"","" econometrics"","" probability & statistics"","" accounting"","" banking"","" general statistics"","" statistical analysis"","" leadership and management"","" basic descriptive statistics"","" exploratory data analysis"","" financial accounting"","" financial management"","" strategy and operations"","" investment management"","" market research"","" probability distribution"","" regulations and compliance"","" marketing"","" risk management"","" securities trading"","" statistical tests"","" correlation and dependence"","" securities sales"","" strategy"","" taxes"","" game theory"","" microsoft excel""}",App Development
Infosec,Python for Cybersecurity,"{"" Python Programming"","" Computer Programming""}",4.5,334,Intermediate , Specialization , 3 - 6 Months,False,"{"" python programming"","" computer programming""}",Machine Learning
University of Colorado Boulder,Introduction to Systems Engineering,"{"" Risk Management""}",5.0,17,Beginner , Specialization , 3 - 6 Months,False,"{"" risk management""}",Web Development
University of Pennsylvania,People Analytics,"{"" Data Analysis"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Organizational Development"","" People Analysis"","" People Management"","" Performance Management"","" Talent Management"","" People Development"","" Collaboration""}",4.6,5.9k,Mixed , Course , 1 - 4 Weeks,False,"{"" data analysis"","" human resources"","" human resources operations"","" leadership and management"","" organizational development"","" people analysis"","" people management"","" performance management"","" talent management"","" people development"","" collaboration""}",App Development
University of Virginia,Foundations of Business Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Market Analysis""}",4.8,2.9k,Beginner , Course , 1 - 4 Weeks,False,"{"" entrepreneurship"","" leadership and management"","" marketing"","" sales"","" strategy"","" strategy and operations"","" market analysis""}",App Development
National Academy of Sports Medicine,Science of Diet and Exercise,"{""(35 reviews)""}",4.6,35,Intermediate , Specialization , 1 - 4 Weeks,False,"{""(35 reviews)""}",Cloud Computing
"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,"{"" Writing""}",4.8,2.5k,Advanced , Specialization , 3 - 6 Months,False,"{"" writing""}",Web Development
IBM,"Introduction to Containers w/ Docker, Kubernetes & OpenShift","{"" Kubernetes"","" Docker (Software)"","" Cloud Computing""}",4.4,630,Intermediate , Course , 1 - 3 Months,False,"{"" kubernetes"","" docker (software)"","" cloud computing""}",Cyber Security
Imperial College London,Epidemiology for Public Health,"{"" Epidemiology"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Critical Thinking"","" Statistical Tests"","" Research and Design"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Biostatistics"","" Problem Solving"","" Regression"","" Experiment""}",4.8,1.1k,Beginner , Specialization , 1 - 3 Months,False,"{"" epidemiology"","" data analysis"","" general statistics"","" probability & statistics"","" critical thinking"","" statistical tests"","" research and design"","" statistical analysis"","" basic descriptive statistics"","" biostatistics"","" problem solving"","" regression"","" experiment""}",Machine Learning
University of London,Machine Learning for All,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Critical Thinking"","" Data Analysis"","" Decision Making"","" Training""}",4.7,3.3k,Beginner , Course , 1 - 4 Weeks,False,"{"" algorithms"","" artificial neural networks"","" deep learning"","" human learning"","" machine learning"","" machine learning algorithms"","" statistical machine learning"","" critical thinking"","" data analysis"","" decision making"","" training""}",Machine Learning
University of Colorado Boulder,Probability Theory: Foundation for Data Science,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Correlation And Dependence"","" Mathematics""}",4.4,138,Intermediate , Course , 1 - 3 Months,False,"{"" probability & statistics"","" general statistics"","" probability distribution"","" correlation and dependence"","" mathematics""}",App Development
MedCerts,Medical Billing and Coding Essentials,"{""(82 reviews)""}",4.8,82,Beginner , Course , 1 - 4 Weeks,False,"{""(82 reviews)""}",Cloud Computing
Stanford University,Evaluations of AI Applications in Healthcare,"{""(174 reviews)""}",4.5,174,Beginner , Course , 1 - 3 Months,False,"{""(174 reviews)""}",Cloud Computing
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"{"" Computer Programming"","" Computer Architecture""}",4.9,492,Mixed , Course , 1 - 3 Months,False,"{"" computer programming"","" computer architecture""}",Cyber Security
Duke University,Introduction to Genetics and Evolution,"{""(1.5k reviews)""}",4.8,1.5k,Mixed , Course , 1 - 3 Months,False,"{""(1.5k reviews)""}",Cloud Computing
University of London,Cyber Security Fundamentals,"{"" Computer Security Incident Management"","" Computer Security Models"","" Cryptography"","" Leadership and Management"","" Mobile Security"","" Risk Management"","" Security Engineering"","" System Security""}",4.7,117,Beginner , Course , 1 - 4 Weeks,False,"{"" computer security incident management"","" computer security models"","" cryptography"","" leadership and management"","" mobile security"","" risk management"","" security engineering"","" system security""}",Cyber Security
Google,Introduction to Git and GitHub,"{"" Collaboration"","" Computer Programming"","" Python Programming""}",4.8,7k,Beginner , Course , 1 - 4 Weeks,False,"{"" collaboration"","" computer programming"","" python programming""}",Cyber Security
"University of California, Irvine",Diversity and Inclusion for HR Professionals,"{"" Change Management"","" Culture"","" Human Resources"","" Leadership Development"","" Leadership and Management"","" Organizational Development"","" Critical Thinking"","" Human Resources Operations"","" Recruitment"","" Strategy and Operations""}",4.7,168,Beginner , Course , 1 - 4 Weeks,False,"{"" change management"","" culture"","" human resources"","" leadership development"","" leadership and management"","" organizational development"","" critical thinking"","" human resources operations"","" recruitment"","" strategy and operations""}",App Development
Arizona State University,AI Foundations: Prompt Engineering with ChatGPT,"{""(8 reviews)""}",3.9,8,Beginner , Course , 1 - 3 Months,False,"{""(8 reviews)""}",Cloud Computing
University of London,Global Diplomacy: the United Nations in the World,"{""(1.5k reviews)""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,"{""(1.5k reviews)""}",Cloud Computing
Meta,Advertising with Meta,"{"" Advertising"","" Digital Marketing"","" Marketing"","" Media Strategy & Planning"","" Social Media"","" Marketing Management""}",4.8,2.2k,Beginner , Course , 1 - 3 Months,False,"{"" advertising"","" digital marketing"","" marketing"","" media strategy & planning"","" social media"","" marketing management""}",App Development
University of Geneva,Rédaction de contrats,"{"" Leadership and Management"","" Writing""}",4.8,759,Mixed , Course , 1 - 3 Months,False,"{"" leadership and management"","" writing""}",Web Development
"University of California, Irvine",Introduction to Cybersecurity & Risk Management,"{"" Leadership and Management"","" Risk Management""}",4.7,210,Beginner , Specialization , 1 - 3 Months,False,"{"" leadership and management"","" risk management""}",Web Development
Copenhagen Business School,Business Models For Sustainability,"{""(23 reviews)""}",4.7,23,Beginner , Course , 1 - 3 Months,False,"{""(23 reviews)""}",Cloud Computing
Duke University,FinTech Law and Policy,"{"" FinTech"","" Finance"","" Regulations and Compliance"","" Banking"","" Payments"","" Financial Management"","" BlockChain"","" Entrepreneurial Finance"","" Accounts Payable and Receivable"","" Securities Trading""}",4.8,813,Beginner , Course , 1 - 3 Months,False,"{"" fintech"","" finance"","" regulations and compliance"","" banking"","" payments"","" financial management"","" blockchain"","" entrepreneurial finance"","" accounts payable and receivable"","" securities trading""}",App Development
University of California San Diego,Drug Discovery,"{""(3.5k reviews)""}",4.6,3.5k,Beginner , Course , 1 - 3 Months,False,"{""(3.5k reviews)""}",Cloud Computing
Stanford University,Introduction to Logic,"{"" Computational Logic"","" Mathematics"","" Problem Solving"","" Critical Thinking""}",4.4,624,Intermediate , Course , 1 - 3 Months,False,"{"" computational logic"","" mathematics"","" problem solving"","" critical thinking""}",Machine Learning
Università Bocconi,Financing and Investing in Infrastructure,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Project Management"","" Financial Analysis"","" Financial Management"","" Risk Management"","" Strategy and Operations"","" Contract Management"","" Business Analysis""}",4.8,1.9k,Mixed , Course , 1 - 3 Months,False,"{"" finance"","" investment management"","" leadership and management"","" project management"","" financial analysis"","" financial management"","" risk management"","" strategy and operations"","" contract management"","" business analysis""}",App Development
The University of Edinburgh,EDIVET: Do you have what it takes to be a veterinarian?,"{""(2.3k reviews)""}",4.8,2.3k,Mixed , Course , 1 - 3 Months,False,"{""(2.3k reviews)""}",Cloud Computing
SAS,SAS Advanced Programmer,"{"" SAS (Software)"","" Statistical Programming"","" SQL"","" Databases"","" Computer Programming"","" Data Analysis"","" Data Management""}",4.8,345,Intermediate , Professional Certificate , 3 - 6 Months,True,"{"" sas (software)"","" statistical programming"","" sql"","" databases"","" computer programming"","" data analysis"","" data management""}",Cyber Security
Wesleyan University,Schizophrenia,"{""(2.1k reviews)""}",4.8,2.1k,Intermediate , Course , 1 - 3 Months,False,"{""(2.1k reviews)""}",Cloud Computing
University of Pennsylvania,Negotiations,"{""(32 reviews)""}",4.5,32,Beginner , Course , 1 - 4 Weeks,False,"{""(32 reviews)""}",Cloud Computing
Google,Google Data Analytics,"{""""}",,,,,,False,"{""""}",Web Development
Google,Google Cybersecurity,"{""""}",,,,,,False,"{""""}",Web Development
The University of Sydney,"Innovation Through Design: Think, Make, Break, Repeat","{"" Creativity"","" Critical Thinking"","" Design and Product"","" Innovation"","" Interactive Design"","" Problem Solving"","" Product Design"","" Research and Design"","" User Experience"","" User Experience Design""}",4.7,1.8k,Beginner , Course , 1 - 3 Months,False,"{"" creativity"","" critical thinking"","" design and product"","" innovation"","" interactive design"","" problem solving"","" product design"","" research and design"","" user experience"","" user experience design""}",App Development
University of Washington,Introduction to Public Speaking,"{"" Communication"","" Critical Thinking"","" Decision Making"","" Human Learning"","" Problem Solving"","" Process Analysis"","" Strategy"","" Continuous Delivery"","" Creativity"","" Professional Development"","" Writing""}",4.8,2k,Beginner , Course , 1 - 3 Months,False,"{"" communication"","" critical thinking"","" decision making"","" human learning"","" problem solving"","" process analysis"","" strategy"","" continuous delivery"","" creativity"","" professional development"","" writing""}",App Development
University of Toronto,The Social Context of Mental Health and Illness,"{"" Communication""}",4.7,510,Mixed , Course , 1 - 3 Months,False,"{"" communication""}",Web Development
INSEAD,Blockchain Revolution in Financial Services,"{"" BlockChain"","" Finance"","" Cryptography"","" FinTech"","" Business Transformation"","" Innovation"","" Distributed Computing Architecture"","" Payments"","" Leadership and Management"","" System Security"","" Network Security"","" Accounting"","" Banking"","" Business Process Management"","" Financial Accounting"","" Financial Management"","" Organizational Development"","" Problem Solving"","" Security Strategy"","" Planning""}",4.7,923,Beginner , Specialization , 3 - 6 Months,False,"{"" blockchain"","" finance"","" cryptography"","" fintech"","" business transformation"","" innovation"","" distributed computing architecture"","" payments"","" leadership and management"","" system security"","" network security"","" accounting"","" banking"","" business process management"","" financial accounting"","" financial management"","" organizational development"","" problem solving"","" security strategy"","" planning""}",Cyber Security
ESSEC Business School,Diversité et inclusion sur le lieu de travail,"{"" Business Communication"","" Business Psychology"","" Collaboration"","" Conflict Management"","" Emotional Intelligence"","" Entrepreneurship"","" HR Tech"","" People Management"","" Strategy"","" Strategy and Operations""}",4.9,8,Beginner , Course , 1 - 4 Weeks,False,"{"" business communication"","" business psychology"","" collaboration"","" conflict management"","" emotional intelligence"","" entrepreneurship"","" hr tech"","" people management"","" strategy"","" strategy and operations""}",App Development
Technical University of Denmark (DTU),Introduction to Industrial Bioprocess Development,"{"" Experiment""}",4.8,115,Beginner , Course , 1 - 3 Months,False,"{"" experiment""}",Web Development
Wesleyan University,Creative Writing: The Craft of Plot,"{"" Storytelling""}",4.7,4.7k,Mixed , Course , 1 - 4 Weeks,False,"{"" storytelling""}",Web Development
University of Leeds,Foundations of Software Testing and Validation,"{"" Software Testing""}",4.7,73,Beginner , Course , 1 - 4 Weeks,False,"{"" software testing""}",Web Development
University of London,Responsive Website Development and Design,"{"" Web Development"","" Front-End Web Development"","" Javascript"","" Web Development Tools"","" Web Design"","" HTML and CSS"","" Interactive Design"","" Databases"","" Computer Programming"","" Programming Principles"","" Database Application"","" Back-End Web Development"","" User Experience"","" Decision Making"","" Design and Product"","" Application Development"","" Computational Thinking"","" Problem Solving"","" Process Analysis""}",4.5,7.5k,Beginner , Specialization , 3 - 6 Months,False,"{"" web development"","" front-end web development"","" javascript"","" web development tools"","" web design"","" html and css"","" interactive design"","" databases"","" computer programming"","" programming principles"","" database application"","" back-end web development"","" user experience"","" decision making"","" design and product"","" application development"","" computational thinking"","" problem solving"","" process analysis""}",Machine Learning
University of Michigan,High Stakes Leadership: Leading in Times of Crisis,"{"" Leadership and Management"","" Leadership Development"","" Entrepreneurship"","" Business Psychology"","" Finance"","" Human Resources"","" Human Resources Operations"","" Organizational Development"","" Risk Management"","" Communication"","" Change Management""}",4.7,407,Intermediate , Course , 1 - 4 Weeks,False,"{"" leadership and management"","" leadership development"","" entrepreneurship"","" business psychology"","" finance"","" human resources"","" human resources operations"","" organizational development"","" risk management"","" communication"","" change management""}",App Development
INSEAD,Web3 and Blockchain in Global Commerce,"{"" BlockChain"","" Finance"","" Leadership and Management"","" Cryptography"","" FinTech"","" Innovation"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Risk Management"","" System Security"","" Distributed Computing Architecture"","" Network Model"","" Network Security"","" Internet Of Things"","" Software Security""}",4.7,46,Beginner , Specialization , 3 - 6 Months,False,"{"" blockchain"","" finance"","" leadership and management"","" cryptography"","" fintech"","" innovation"","" strategy"","" strategy and operations"","" business transformation"","" risk management"","" system security"","" distributed computing architecture"","" network model"","" network security"","" internet of things"","" software security""}",Cyber Security
Google Cloud,Building Scalable Java Microservices with Spring Boot and Spring Cloud,"{"" Cloud Applications"","" Cloud Computing"","" Cloud Infrastructure"","" Cloud Platforms"","" Google App Engine"","" Google Cloud Platform"","" Java Programming"","" Kubernetes""}",4.3,1.2k,Intermediate , Course , 1 - 4 Weeks,False,"{"" cloud applications"","" cloud computing"","" cloud infrastructure"","" cloud platforms"","" google app engine"","" google cloud platform"","" java programming"","" kubernetes""}",Cyber Security
The University of North Carolina at Chapel Hill,Positive Psychology,"{""(5.8k reviews)""}",4.7,5.8k,Mixed , Course , 1 - 3 Months,False,"{""(5.8k reviews)""}",Cloud Computing
Fractal Analytics,GenAI for Everyone,"{"" Critical Thinking"","" Problem Solving""}",4.2,88,Beginner , Course , 1 - 4 Weeks,False,"{"" critical thinking"","" problem solving""}",Web Development
